log_id,user_id,product_id,session_id,action,timestamp,is_valid_action,user_name,email,signup_date,duplicate_email_flag,invalid_email_flag,product_name,category,price
12657,308,135,sess_2160,view,2026-02-01 14:07:41.242937,True,Darryl Johnson,mcleanjohn@example.com,invalid_date,0,0,Half,Clothing,322.16
9578,459,711,sess_2161,add_to_cart,2025-09-12 06:41:57.228610,True,Robert Barton,theresakelly@example.com,2024-06-29,0,0,Agent,Books,39.94
10995,975,591,sess_2161,view,2026-03-18 07:03:45.235934,True,Mr. Daniel Price,wfranklin@example.com,2022-07-03,0,0,Fact,Home,133.8
10763,112,344,sess_2162,view,2025-12-10 02:44:51.228610,True,Parker Joseph,staffordtina@example.net,2026-03-12,0,0,Question,Sports,83.26
3601,704,8,sess_2163,add_to_cart,2025-09-23 14:32:27.186925,True,Allen Cain,omccoy@example.com,2023-09-13,0,0,Impact,Clothing,137.24
7559,406,752,sess_2163,add_to_cart,2026-02-12 12:10:57.219548,True,Jesse York,berryandrew@example.org,2025-06-25,0,0,Age,Clothing,0.0
6254,362,1070,sess_2163,purchase,2026-05-27 05:12:56.214026,True,Ashley Barron,robertsdavid@example.net,2026-02-15,0,0,Cup,Sports,434.15
14815,472,475,sess_2163,add_to_cart,2026-06-07 12:15:58.251960,True,Erika Carter,elizabethwalker@example.org,2025-11-22,0,0,Which,Books,183.24
8842,602,12,sess_2164,view,2025-12-26 22:21:58.226324,True,Diane Ingram,david48@example.net,2022-10-24,0,0,Into,Electronics,351.71
14713,616,103,sess_2165,purchase,2025-06-24 04:08:48.251960,True,Claire Cochran,kellynancy@example.org,2025-01-19,0,0,Follow,Books,474.85
9769,96,301,sess_2165,add_to_cart,2025-08-17 02:48:06.228610,True,Ashley Taylor,tracyhudson@example.net,2022-07-28,0,0,New,Sports,360.87
12750,214,299,sess_2165,view,2025-11-18 21:23:26.242937,True,Jessica Harris,invalid_email,2021-11-05,1,1,Song,Sports,162.22
1131,359,545,sess_2166,purchase,2025-12-03 02:50:49.183414,True,Samuel Adams,ashleyunderwood@example.net,2024-04-22,0,0,Sort,Home,371.06
7684,470,1006,sess_2167,view,2025-06-25 04:14:04.222317,True,Jason Nelson,invalid_email,2025-01-29,1,1,Girl,Sports,410.7
12157,833,421,sess_2167,view,2025-10-08 11:02:27.240934,True,Nathan Gonzalez,dcampbell@example.com,2025-09-04,0,0,Evening,Sports,0.0
6048,281,574,sess_2168,add_to_cart,2025-11-19 04:39:07.214026,True,Wesley Parks,glenn65@example.net,2023-10-04,0,0,Hair,Electronics,200.36
7288,458,141,sess_2168,view,2026-04-11 20:10:41.219548,True,Tamara Cisneros MD,cmoore@example.org,2024-09-18,0,0,Business,Books,450.5
14521,655,284,sess_217,purchase,2026-03-26 19:36:28.249957,True,Daniel Jenkins,davidsonjennifer@example.net,2024-10-09,0,0,Subject,Home,247.02
776,691,828,sess_2170,view,2025-07-29 09:09:42.181409,True,Jamie Carroll,truiz@example.net,2021-07-06,0,0,Treatment,Books,0.0
6986,706,589,sess_2170,purchase,2025-11-30 18:14:10.216529,True,Ashley Wilkinson DDS,samantha15@example.com,2025-01-06,0,0,Appear,Sports,55.36
11622,694,609,sess_2170,view,2025-12-13 03:36:40.238931,True,Gina Berger,megan23@example.org,2021-10-31,0,0,Once,Electronics,499.36
7979,20,617,sess_2170,purchase,2026-02-03 07:58:25.222317,True,UNKNOWN,wilsonkevin@example.net,2026-01-06,0,0,Cut,Books,315.09
1297,1089,530,sess_2171,view,2025-07-25 00:58:34.183414,True,Maria Cervantes,wschneider@example.org,2021-10-06,0,0,Picture,Books,68.1
2163,283,654,sess_2171,view,2026-02-08 04:50:57.186925,True,Casey Stanley,ischmitt@example.com,2021-11-19,0,0,Grow,Home,130.0
772,274,397,sess_2171,purchase,2026-03-07 11:15:26.181409,True,Corey Terry,perkinsandrew@example.org,2021-11-02,0,0,Member,Home,193.5
12547,610,968,sess_2171,view,2026-05-03 07:41:59.240934,True,Michelle Webb,robert99@example.net,2025-09-07,0,0,Charge,Electronics,26.05
1521,147,104,sess_2172,purchase,2026-01-15 17:33:41.185418,True,Thomas Mckenzie,shawna75@example.net,2023-03-01,0,0,Color,Clothing,175.05
554,645,1011,sess_2172,purchase,2026-05-31 10:51:50.181409,True,Christian Chen,stephenolson@example.com,invalid_date,0,0,Our,Sports,0.0
9240,836,904,sess_2173,add_to_cart,2025-08-24 12:16:36.228610,True,Matthew Lee,jacksonamanda@example.com,2022-04-28,0,0,Issue,Clothing,260.03
8020,614,629,sess_2173,view,2026-04-24 04:38:57.222317,True,Kevin Lopez,ojones@example.net,2024-05-25,0,0,Last,Books,148.78
10893,1050,828,sess_2174,add_to_cart,2025-10-18 01:11:47.228610,True,Sharon Patel,kdouglas@example.org,2024-12-01,0,0,Treatment,Books,0.0
3145,149,881,sess_2174,purchase,2026-04-28 16:27:33.186925,True,Nathan Lowe,pwerner@example.net,2023-01-23,0,0,Admit,Books,227.62
4561,988,133,sess_2176,view,2025-08-28 14:01:35.203543,True,Joseph Patrick,brittanyjohnson@example.net,2021-07-20,0,0,Country,Books,152.29
14241,12,60,sess_2176,view,2026-01-03 04:50:37.249957,True,Carrie Williams,brucerussell@example.com,2025-11-08,0,0,Past,Books,0.0
6207,229,643,sess_2177,add_to_cart,2025-10-18 01:14:52.214026,True,Patrick Haynes,invalid_email,2025-09-19,1,1,Wrong,Electronics,481.43
2802,1073,764,sess_2177,view,2026-05-02 03:09:50.186925,True,John Williams,karenrussell@example.net,2024-08-31,0,0,Once,Clothing,153.23
14916,963,924,sess_2177,add_to_cart,2026-06-07 08:35:49.253968,True,Katherine Beasley,jonathancortez@example.com,2021-08-11,0,0,Down,Sports,495.42
6495,699,572,sess_2178,purchase,2026-04-29 16:25:37.216529,True,UNKNOWN,jessicaroberts@example.org,2022-10-24,0,0,Less,Sports,296.13
1560,642,146,sess_2178,view,2026-05-15 13:55:20.185418,True,James Harmon,kenneth39@example.org,2022-03-01,0,0,Four,Home,484.92
217,87,972,sess_2179,purchase,2025-07-25 04:57:58.178635,True,Linda Davis,wilsonangela@example.org,2023-01-30,0,0,Rather,Home,246.26
364,590,445,sess_2179,purchase,2025-07-26 04:32:53.178635,True,David Howard,kathleenclark@example.com,2022-09-04,0,0,Deal,Home,493.61
3797,431,602,sess_2179,view,2025-09-24 09:43:32.195433,True,Larry Hughes,shumphrey@example.com,2024-07-01,0,0,Skin,Clothing,46.2
12686,1026,554,sess_2179,purchase,2026-01-18 21:32:37.242937,True,Dr. Kelly Evans,antonio03@example.org,invalid_date,0,0,Page,Electronics,143.2
10449,277,367,sess_2179,view,2026-03-11 17:12:40.228610,True,Tina King,laurathomas@example.org,2022-05-02,0,0,When,Sports,466.26
430,723,842,sess_218,add_to_cart,2025-08-11 08:32:31.178635,True,Christopher Thomas,bclark@example.net,2021-07-12,0,0,Truth,Clothing,142.53
9874,306,526,sess_218,purchase,2026-03-01 17:01:06.228610,True,Michelle Owens,theresa67@example.net,2024-07-21,0,0,Country,Electronics,186.03
14224,404,1026,sess_2180,purchase,2025-11-12 02:22:08.249957,True,Jessica Camacho,paulmiller@example.com,2024-08-20,0,0,Even,Clothing,163.17
10346,538,385,sess_2181,purchase,2025-09-21 12:04:11.228610,True,Brandon Ellis,bartonashley@example.org,2024-09-21,0,0,Dog,Clothing,364.9
4180,978,20,sess_2181,view,2025-10-07 12:28:51.199974,True,Mark Allen,alyssa58@example.net,2023-11-10,0,0,Method,Home,338.1
6087,1040,1038,sess_2181,add_to_cart,2026-01-27 18:46:37.214026,True,Lindsey Jones,hmartin@example.com,2025-02-24,0,0,Stay,Home,439.03
10113,437,546,sess_2181,add_to_cart,2026-04-05 03:47:21.228610,True,Kelly Jones,james80@example.net,2024-02-26,0,0,Just,Books,0.0
11903,199,94,sess_2181,purchase,2026-06-08 08:13:42.238931,True,Christy Fleming,catherine62@example.org,2021-12-28,0,0,Newspaper,Electronics,231.2
14171,883,585,sess_2182,view,2025-08-02 22:46:58.249957,True,Sarah Valdez,invalid_email,2024-08-08,1,1,Senior,Books,372.48
3384,307,1071,sess_2182,view,2025-08-31 00:55:13.186925,True,Tamara Rocha,holmesashley@example.net,2023-08-01,0,0,Set,Clothing,485.92
2225,377,985,sess_2182,purchase,2025-09-12 10:47:26.186925,True,Kevin Wood,raymondherrera@example.org,2021-07-24,0,0,Carry,Electronics,0.0
577,328,292,sess_2182,add_to_cart,2025-09-22 06:03:29.181409,True,Melissa Bentley,beasleyjanet@example.com,2025-06-13,0,0,Name,Sports,0.0
4774,884,445,sess_2182,view,2026-04-22 16:09:33.209185,True,Jacob Spencer,tracey21@example.net,2026-04-02,0,0,Deal,Home,493.61
1118,59,282,sess_2182,add_to_cart,2026-04-26 05:55:18.183414,True,Mr. Robert Barber,invalid_email,2021-10-01,1,1,Join,Clothing,423.44
10754,160,531,sess_2183,view,2025-06-11 13:15:32.228610,True,Mary Green,invalid_email,2026-01-28,1,1,Major,Home,51.11
11406,11,53,sess_2183,view,2026-02-27 20:11:17.237113,True,Heather Trevino,tmayo@example.com,2024-05-07,0,0,Toward,Clothing,355.84
4402,272,55,sess_2183,view,2026-03-10 11:44:07.203543,True,Dawn Martin,invalid_email,2024-03-12,1,1,Put,Home,105.23
2550,691,822,sess_2184,purchase,2025-12-06 16:56:55.186925,True,Jamie Carroll,truiz@example.net,2021-07-06,0,0,Group,Electronics,472.16
13635,453,654,sess_2185,purchase,2025-11-02 10:55:26.247953,True,Kathy Mclean,xochoa@example.org,2024-06-15,0,0,Grow,Home,130.0
4214,641,15,sess_2185,purchase,2025-12-08 15:47:15.199974,True,Carl Prince,randall04@example.com,2024-12-07,0,0,Dark,Home,173.21
1095,866,655,sess_2186,add_to_cart,2025-07-14 17:12:15.183414,True,Rodney Jacobs,stewartbenjamin@example.com,2022-09-13,0,0,American,Home,244.91
2526,889,1038,sess_2186,view,2025-08-20 22:59:51.186925,True,Crystal Santos,carl71@example.net,2023-08-02,0,0,Stay,Home,439.03
1192,669,339,sess_2186,add_to_cart,2025-10-23 15:22:33.183414,True,Hayley Washington,miguelsanders@example.org,2024-01-15,0,0,Standard,Sports,424.74
5185,409,737,sess_2186,view,2025-11-05 04:17:38.209185,True,James Morris,wmorris@example.com,2021-12-08,0,0,Data,Clothing,75.61
7786,283,697,sess_2187,add_to_cart,2025-10-09 23:31:24.222317,True,Casey Stanley,ischmitt@example.com,2021-11-19,0,0,Training,Home,31.16
12913,164,654,sess_2187,add_to_cart,2025-10-14 17:35:03.243940,True,Kim Smith,taylormadison@example.com,2025-09-12,0,0,Grow,Home,130.0
13198,609,365,sess_2187,add_to_cart,2025-12-13 08:10:13.245946,True,Donald Kramer,david10@example.org,2025-06-03,0,0,Common,Clothing,330.94
3404,235,596,sess_2188,view,2026-04-27 19:33:12.186925,True,Nathan Bradshaw,zachary35@example.org,2026-03-26,0,0,Sound,Electronics,497.56
10998,517,967,sess_2189,view,2025-08-03 17:54:30.235934,True,UNKNOWN,austinmoore@example.net,2022-12-21,0,0,Raise,Electronics,334.51
7041,164,532,sess_2189,add_to_cart,2025-10-17 13:45:54.218542,True,Kim Smith,taylormadison@example.com,2025-09-12,0,0,Road,Electronics,0.0
735,198,26,sess_2189,view,2025-11-12 21:00:53.181409,True,Brianna Rivera,jenniferhernandez@example.com,2025-11-27,0,0,Will,Sports,247.17
6392,90,703,sess_219,add_to_cart,2026-02-04 23:41:28.214026,True,Joel Fowler,williamnorman@example.net,2022-09-02,0,0,Activity,Clothing,333.99
8791,33,242,sess_219,add_to_cart,2026-03-13 13:19:13.226324,True,Jessica Green,hhaynes@example.com,invalid_date,0,0,Age,Home,289.58
4265,91,246,sess_2191,purchase,2025-06-12 07:05:18.199974,True,Johnny Silva,fullerjoy@example.net,2021-07-05,0,0,Trial,Home,458.53
2484,170,403,sess_2191,view,2025-07-23 14:24:00.186925,True,Jason Bridges,ellisstephen@example.com,2022-07-16,0,0,Trip,Clothing,442.3
6673,282,220,sess_2191,add_to_cart,2025-07-29 04:34:07.216529,True,Samantha Lewis,invalid_email,2022-08-31,1,1,Religious,Clothing,401.17
7242,621,769,sess_2192,purchase,2026-03-07 20:02:14.219548,True,Patricia Aguilar,john79@example.com,2024-09-01,0,0,Enter,Electronics,27.62
3835,773,461,sess_2192,view,2026-03-31 13:52:08.195433,True,Elizabeth Cobb,johnwallace@example.net,2026-04-28,0,0,Rather,Electronics,83.27
13141,140,458,sess_2193,view,2025-11-28 00:10:09.245946,True,Justin Martinez,latoya77@example.org,2026-05-27,0,0,Line,Sports,155.69
4907,494,1084,sess_2194,purchase,2025-07-19 01:36:37.209185,True,Michelle Clark,riverabryan@example.com,2025-08-12,0,0,Bad,Home,11.29
12980,1062,618,sess_2194,view,2025-11-08 17:03:32.243940,True,John Bush,joseph60@example.com,2025-01-23,0,0,Imagine,Clothing,0.0
10118,716,564,sess_2195,purchase,2025-10-09 01:05:20.228610,True,James Cook,jillalvarado@example.org,2025-05-08,0,0,Technology,Clothing,323.51
10062,529,130,sess_2195,add_to_cart,2026-02-12 10:58:29.228610,True,Daniel Watts,invalid_email,2023-06-18,1,1,Situation,Home,235.33
469,586,547,sess_2195,add_to_cart,2026-05-22 22:56:05.181409,True,Jennifer Shaffer,zlindsey@example.org,2025-11-08,0,0,Treat,Home,366.02
7446,405,870,sess_2196,view,2025-09-04 15:51:18.219548,True,Jennifer Patton,gonzalezjoshua@example.org,2023-10-13,0,0,Three,Home,372.48
12517,598,537,sess_2196,add_to_cart,2025-09-28 20:27:37.240934,True,Mr. Brian Rios,iwong@example.org,2024-11-06,0,0,Shake,Books,383.26
12825,100,924,sess_2196,purchase,2026-02-17 05:53:08.242937,True,Krista Mayer,duncanchristopher@example.net,2024-07-10,0,0,Down,Sports,495.42
10872,927,685,sess_2197,purchase,2025-08-19 13:30:31.228610,True,David Johnson,wilsoncheryl@example.org,2026-03-23,0,0,Environment,Books,434.5
2490,897,2,sess_2197,purchase,2026-04-22 14:20:00.186925,True,Carrie Shields,james82@example.com,2021-06-19,0,0,Value,Electronics,381.95
3475,534,250,sess_2198,view,2025-09-29 20:04:44.186925,True,James Singleton,laragregory@example.net,2025-05-19,0,0,Early,Electronics,394.7
3830,844,690,sess_2198,add_to_cart,2025-10-04 05:13:30.195433,True,Dylan Peterson,gailmccarthy@example.org,2024-04-04,0,0,Question,Sports,359.79
12592,773,413,sess_2198,add_to_cart,2025-10-22 03:57:51.240934,True,Elizabeth Cobb,johnwallace@example.net,2026-04-28,0,0,Media,Electronics,422.78
9748,687,777,sess_2198,view,2026-01-11 05:22:50.228610,True,UNKNOWN,robertsnathan@example.net,2023-01-15,0,0,Teacher,Home,272.89
9732,1028,623,sess_2198,purchase,2026-04-14 21:56:46.228610,True,Alexandra Hodge,invalid_email,2023-08-01,1,1,Interview,Electronics,338.23
4230,489,835,sess_2199,add_to_cart,2025-07-02 06:01:11.199974,True,Sara Johnson,invalid_email,2024-02-15,1,1,Ten,Home,104.01
8262,678,554,sess_2199,add_to_cart,2025-11-28 20:30:49.224321,True,Diana Johnson,gravesjeremy@example.com,2025-06-14,0,0,Page,Electronics,143.2
956,272,25,sess_2199,purchase,2026-02-04 05:33:59.183414,True,Dawn Martin,invalid_email,2024-03-12,1,1,Purpose,Clothing,0.0
3985,327,548,sess_2199,view,2026-03-23 01:34:01.197951,True,Richard Zavala,kenneth93@example.org,2024-12-11,0,0,Door,Sports,123.94
2038,1032,78,sess_2199,add_to_cart,2026-04-27 09:37:33.186925,True,Michael Carter,gordonjennifer@example.com,2025-09-08,0,0,Describe,Sports,169.97
7926,372,936,sess_22,purchase,2025-06-23 03:06:42.222317,True,Jonathan Morrison,jacksonalexandra@example.com,2025-05-20,0,0,Most,Clothing,309.96
3760,489,1080,sess_22,add_to_cart,2025-07-30 13:26:39.195433,True,Sara Johnson,invalid_email,2024-02-15,1,1,Whose,Books,83.9
14725,534,612,sess_22,purchase,2025-08-16 12:07:43.251960,True,James Singleton,laragregory@example.net,2025-05-19,0,0,Exactly,Electronics,277.04
5698,626,320,sess_22,add_to_cart,2026-01-15 08:41:15.212022,True,Keith Russell PhD,travishogan@example.net,2021-11-18,0,0,And,Books,207.35
11485,409,91,sess_22,add_to_cart,2026-05-26 00:27:39.237113,True,James Morris,wmorris@example.com,2021-12-08,0,0,They,Electronics,216.87
3235,930,425,sess_220,add_to_cart,2025-12-12 14:11:01.186925,True,Leslie Williams,debra53@example.net,2022-07-23,0,0,Expect,Books,35.93
1312,723,524,sess_220,purchase,2026-02-08 21:22:31.183414,True,Christopher Thomas,bclark@example.net,2021-07-12,0,0,Worker,Books,217.68
13998,384,683,sess_220,add_to_cart,2026-03-06 15:00:18.247953,True,Barbara Gray,simpsondana@example.org,2025-09-03,0,0,Them,Books,40.27
13963,891,774,sess_220,view,2026-04-11 01:36:49.247953,True,Kevin Williams,feliciafisher@example.org,invalid_date,0,0,Language,Electronics,103.33
70,112,1000,sess_2200,add_to_cart,2025-12-18 01:01:50.178635,True,Parker Joseph,staffordtina@example.net,2026-03-12,0,0,Tv,Sports,32.8
7048,107,117,sess_2200,purchase,2026-01-26 04:03:20.218542,True,Gabriel Mcpherson Jr.,christinekelly@example.net,2026-05-06,0,0,Book,Books,90.81
6030,552,120,sess_2200,add_to_cart,2026-01-28 09:30:23.214026,True,Tara Nelson,ebecker@example.org,2023-01-25,0,0,Name,Home,192.67
10316,26,368,sess_2201,add_to_cart,2025-06-15 07:19:08.228610,True,Kathleen Williams,leslie75@example.com,2025-11-30,0,0,Yourself,Home,0.0
13147,389,822,sess_2201,purchase,2025-09-01 10:36:19.245946,True,James Franklin,invalid_email,2023-03-18,1,1,Group,Electronics,472.16
14708,603,41,sess_2201,add_to_cart,2025-10-14 04:45:29.251960,True,Teresa Schmidt,invalid_email,2022-12-19,1,1,Style,Books,240.29
639,487,442,sess_2201,view,2026-03-20 23:01:08.181409,True,Joseph Brady,john87@example.org,2023-10-20,0,0,Yet,Home,459.99
6169,715,743,sess_2201,purchase,2026-03-29 20:03:53.214026,True,Jacob Glenn,thomas08@example.com,2023-02-03,0,0,Free,Home,301.54
3675,780,312,sess_2203,view,2025-08-09 14:24:11.186925,True,Terri Mcclure,christopherbaird@example.net,2022-03-07,0,0,Seat,Home,0.0
9975,867,892,sess_2203,add_to_cart,2025-10-18 21:44:40.228610,True,Amanda Jimenez,invalid_email,2023-12-26,1,1,Population,Electronics,169.19
6324,317,1094,sess_2203,view,2025-12-10 04:12:33.214026,True,Frances Johnson,margaretwebb@example.org,2022-09-19,0,0,Research,Clothing,398.51
14862,11,627,sess_2204,purchase,2025-12-25 07:26:21.253968,True,Heather Trevino,tmayo@example.com,2024-05-07,0,0,Feel,Books,0.0
805,366,146,sess_2204,add_to_cart,2026-04-19 11:50:02.181409,True,Martin Berg,angelaguerrero@example.org,2024-09-09,0,0,Four,Home,484.92
10075,535,998,sess_2205,purchase,2026-01-22 18:12:03.228610,True,Regina Williams,thomasmolina@example.com,2026-01-17,0,0,Off,Clothing,42.04
1016,1081,305,sess_2205,add_to_cart,2026-01-31 20:56:51.183414,True,Sonya Cabrera,michael78@example.net,2023-11-24,0,0,Security,Sports,428.91
8445,310,321,sess_2206,purchase,2025-11-25 18:27:53.224321,True,Samuel Young,amanda60@example.net,invalid_date,0,0,Hair,Home,122.25
11412,562,829,sess_2206,add_to_cart,2026-01-05 05:45:13.237113,True,Trevor Mcconnell,invalid_email,2024-02-19,1,1,Media,Electronics,0.0
13759,11,1009,sess_2206,purchase,2026-01-09 10:14:07.247953,True,Heather Trevino,tmayo@example.com,2024-05-07,0,0,Decision,Sports,87.02
8518,233,705,sess_2206,view,2026-02-18 18:29:21.224321,True,Brian Price,rosedebra@example.org,2021-06-17,0,0,Whether,Sports,264.15
3902,490,329,sess_2206,add_to_cart,2026-03-13 18:42:24.197951,True,Christine Davis,sabrina31@example.com,2021-09-08,0,0,Radio,Home,410.59
2409,298,719,sess_2207,add_to_cart,2026-01-16 05:48:57.186925,True,Michael Flowers,omonroe@example.com,2023-08-30,0,0,Could,Books,26.6
10170,1045,920,sess_2207,purchase,2026-03-07 14:31:48.228610,True,Jacqueline Evans,potterjoshua@example.net,2021-07-01,0,0,Section,Electronics,493.64
8532,89,463,sess_2208,add_to_cart,2025-10-11 07:06:51.224321,True,UNKNOWN,jamie96@example.org,invalid_date,0,0,Laugh,Home,0.0
13775,363,339,sess_2209,purchase,2026-02-28 06:33:17.247953,True,Amber Burton,cynthiaross@example.org,2026-03-22,0,0,Standard,Sports,424.74
12683,175,504,sess_2209,add_to_cart,2026-03-08 07:14:03.242937,True,Christina Brennan,ugreene@example.net,2025-04-19,0,0,Interesting,Sports,364.48
4229,102,259,sess_2209,view,2026-04-11 20:18:01.199974,True,Anthony Garcia,lori73@example.org,2021-10-28,0,0,Risk,Home,18.87
7908,761,52,sess_221,purchase,2025-07-25 04:36:23.222317,True,William Garcia,butlerseth@example.net,2023-10-26,0,0,Trial,Sports,0.0
12185,1052,155,sess_221,add_to_cart,2025-10-29 22:16:59.240934,True,Dana Mason,yturner@example.com,2025-03-14,0,0,Result,Sports,105.63
7464,467,133,sess_221,purchase,2026-02-27 20:25:58.219548,True,Veronica Anderson,cannonjason@example.org,2023-07-13,0,0,Country,Books,152.29
9057,800,366,sess_221,view,2026-05-14 05:46:39.227826,True,UNKNOWN,james03@example.net,2026-05-23,0,0,Including,Books,36.6
4149,795,1092,sess_221,view,2026-05-29 02:40:50.199974,True,Jennifer Butler,regina03@example.net,2025-01-26,0,0,Year,Sports,223.23
13039,699,957,sess_2210,view,2025-06-28 18:07:06.243940,True,UNKNOWN,jessicaroberts@example.org,2022-10-24,0,0,Agreement,Home,219.45
6199,534,257,sess_2210,view,2025-07-05 14:15:15.214026,True,James Singleton,laragregory@example.net,2025-05-19,0,0,Wall,Books,262.25
9952,96,558,sess_2210,add_to_cart,2025-07-22 20:08:04.228610,True,Ashley Taylor,tracyhudson@example.net,2022-07-28,0,0,Officer,Electronics,31.17
1793,261,820,sess_2210,add_to_cart,2025-08-11 04:51:44.186925,True,Jacqueline Bishop,invalid_email,2022-04-03,1,1,Down,Home,67.93
2322,36,588,sess_2210,purchase,2025-08-20 18:21:22.186925,True,Susan Evans,olivia65@example.org,2025-05-14,0,0,Next,Home,419.04
8180,209,899,sess_2210,view,2026-01-06 22:14:03.224321,True,Christopher Nguyen,invalid_email,2024-04-08,1,1,Consider,Clothing,0.0
14657,34,626,sess_2210,add_to_cart,2026-01-13 10:37:00.251960,True,Amanda Taylor,johnsongary@example.org,2024-11-25,0,0,Democratic,Clothing,97.78
8578,352,779,sess_2212,add_to_cart,2025-09-30 08:13:34.224321,True,Victoria Stone,mcintoshlisa@example.com,2025-05-27,0,0,Out,Home,446.5
8615,569,274,sess_2212,add_to_cart,2026-02-01 16:18:28.226324,True,Margaret Wagner,xevans@example.org,2025-03-06,0,0,Red,Books,348.17
704,251,513,sess_2212,view,2026-03-31 11:00:45.181409,True,UNKNOWN,xhawkins@example.org,2025-10-31,0,0,Place,Electronics,448.38
6242,345,560,sess_2213,view,2026-01-26 14:18:49.214026,True,UNKNOWN,kevinelliott@example.org,2022-11-12,0,0,Your,Sports,25.15
13429,850,971,sess_2214,add_to_cart,2025-11-06 00:38:00.245946,True,Rodney Jones,danielle64@example.org,2022-10-30,0,0,Onto,Sports,33.82
1691,417,9,sess_2214,add_to_cart,2026-01-09 23:06:29.185418,True,Shawn Duncan,tammyellis@example.org,2023-11-22,0,0,Force,Home,279.15
7848,24,7,sess_2214,add_to_cart,2026-03-11 01:32:22.222317,True,Gerald Hill,rsmith@example.net,2024-05-29,0,0,Specific,Clothing,411.78
2499,1003,767,sess_2214,add_to_cart,2026-05-01 17:23:06.186925,True,Matthew Dominguez,invalid_email,2021-10-18,1,1,Add,Sports,464.61
10734,379,383,sess_2215,add_to_cart,2025-08-19 09:54:31.228610,True,Mrs. Veronica Anderson,jacob05@example.net,2023-08-21,0,0,Plant,Books,147.19
3833,579,858,sess_2215,purchase,2026-02-19 03:09:31.195433,True,Mrs. Brandy Patterson,brett16@example.org,2025-11-19,0,0,Such,Clothing,124.39
11454,480,145,sess_2215,view,2026-04-30 20:23:22.237113,True,Erin Rivas,josephvasquez@example.net,2024-07-10,0,0,Reduce,Sports,478.75
13860,819,142,sess_2216,add_to_cart,2026-01-16 14:40:32.247953,True,Richard Smith,ashleymiller@example.com,2023-10-26,0,0,Particularly,Electronics,398.43
2945,527,345,sess_2216,purchase,2026-04-29 12:23:43.186925,True,UNKNOWN,kenneth95@example.net,2022-05-05,0,0,Represent,Books,44.62
14526,601,880,sess_2217,purchase,2025-09-29 10:19:22.249957,True,Dr. Dillon Kramer MD,jimmy41@example.org,2021-10-27,0,0,Social,Home,359.34
2133,396,298,sess_2217,add_to_cart,2026-05-17 08:21:26.186925,True,Harry Bond,cgarner@example.com,2024-06-20,0,0,Around,Electronics,272.89
611,815,511,sess_2218,purchase,2026-01-03 11:46:53.181409,True,UNKNOWN,invalid_email,2026-02-23,1,1,Level,Sports,0.0
2577,827,532,sess_2219,purchase,2025-10-03 16:31:43.186925,True,David Mayer,invalid_email,2022-11-13,1,1,Road,Electronics,0.0
14974,475,1011,sess_2219,view,2025-10-28 09:30:53.253968,True,Michael Mcfarland,dixonjoseph@example.com,2022-09-20,0,0,Our,Sports,0.0
14430,1053,144,sess_222,add_to_cart,2025-07-13 07:18:06.249957,True,Marvin Bates,james59@example.com,2022-10-25,0,0,Run,Clothing,334.05
2078,584,306,sess_222,purchase,2026-01-25 04:13:40.186925,True,Samuel Castro,qbenton@example.org,2024-05-07,0,0,Hot,Sports,38.45
5558,341,532,sess_222,purchase,2026-03-18 16:13:42.212022,True,Tanya Mueller,kristisnow@example.com,2022-08-16,0,0,Road,Electronics,0.0
5225,745,903,sess_2220,add_to_cart,2025-08-18 07:54:07.209185,True,Kyle Rodriguez,douglas71@example.org,2023-09-27,0,0,Fly,Clothing,404.62
6166,772,516,sess_2220,purchase,2026-03-07 18:23:25.214026,True,James Vargas,wolferhonda@example.org,2021-12-19,0,0,Then,Sports,384.79
10116,863,963,sess_2221,purchase,2025-06-20 20:06:08.228610,True,Madison Nolan,yburnett@example.org,2024-11-15,0,0,Us,Sports,428.97
5498,1097,561,sess_2221,add_to_cart,2025-08-10 04:04:16.212022,True,Christina Parker,roachdavid@example.org,2025-12-19,0,0,Anyone,Sports,10.22
12644,197,523,sess_2221,add_to_cart,2025-08-20 16:21:56.242937,True,Kathy Robinson DDS,reynoldsmaria@example.net,2025-02-24,0,0,Beat,Home,352.17
6318,428,1019,sess_2221,purchase,2025-11-16 03:00:10.214026,True,Jamie Mcdowell,emoore@example.com,2021-09-07,0,0,Right,Home,420.26
9665,239,780,sess_2221,add_to_cart,2026-01-14 12:00:20.228610,True,Tiffany Meyer,daynicole@example.net,2025-11-15,0,0,Whether,Home,198.66
8432,935,1029,sess_2222,view,2026-02-20 02:52:39.224321,True,Matthew Smith,rodriguezalyssa@example.net,2021-10-30,0,0,Contain,Clothing,364.16
8118,113,849,sess_2223,purchase,2025-11-25 00:38:07.224321,True,Mitchell Morse,robertshelton@example.com,invalid_date,0,0,Popular,Clothing,116.17
6911,870,573,sess_2223,view,2026-04-20 15:07:21.216529,True,Charles Klein,rblack@example.org,2025-02-01,0,0,Tax,Clothing,435.6
6153,647,277,sess_2224,add_to_cart,2025-12-28 18:03:14.214026,True,Mary Smith,sarah51@example.org,2025-04-07,0,0,Activity,Books,61.93
12511,296,261,sess_2224,purchase,2026-01-13 11:53:45.240934,True,Valerie Fisher,tpatterson@example.com,2021-06-12,0,0,Benefit,Home,0.0
